Date,Open,High,Low,Close,Adj Close,Volume
1973-02-21,0.0,2.273437976837158,2.257812976837158,2.265625,0.3682347536087036,92800
1973-02-22,0.0,2.304687976837158,2.265625,2.296875,0.37331387400627136,35200
1973-02-23,0.0,2.328125,2.28125,2.328125,0.37839293479919434,92800
1973-02-26,0.0,2.390625,2.320312976837158,2.320312976837158,0.3771233558654785,284800
1973-02-27,0.0,2.351562976837158,2.3125,2.34375,0.3809325397014618,280000
1973-02-28,0.0,2.375,2.328125,2.375,0.38601168990135193,113600
1973-03-01,0.0,2.390625,2.375,2.390625,0.3885512351989746,144000
1973-03-02,0.0,2.398437976837158,2.367187976837158,2.390625,0.3885512351989746,124800
1973-03-05,0.0,2.414062976837158,2.390625,2.398437976837158,0.38982120156288147,129600
1973-03-06,0.0,2.429687976837158,2.398437976837158,2.414062976837158,0.3923608958721161,132800
1973-03-07,0.0,2.445312976837158,2.421875,2.4375,0.3961699604988098,169600
1973-03-08,0.0,2.429687976837158,2.421875,2.421875,0.3936302363872528,92800
1973-03-09,0.0,2.4375,2.414062976837158,2.414062976837158,0.3923608958721161,211200
1973-03-12,0.0,2.4375,2.414062976837158,2.421875,0.3936302363872528,89600
1973-03-13,0.0,2.492187976837158,2.4375,2.492187976837158,0.40505826473236084,176000
1973-03-14,0.0,2.5,2.4375,2.4375,0.3961699604988098,176000
1973-03-15,0.0,2.445312976837158,2.390625,2.390625,0.3885512351989746,115200
1973-03-16,0.0,2.390625,2.28125,2.296875,0.37331387400627136,438400
1973-03-19,0.0,2.28125,2.25,2.273437976837158,0.3695046901702881,312000
1973-03-20,0.0,2.289062976837158,2.257812976837158,2.28125,0.37077435851097107,870400
1973-03-21,0.0,2.28125,2.257812976837158,2.257812976837158,0.36696505546569824,270400
1973-03-22,0.0,2.25,2.226562976837158,2.234375,0.3631558418273926,158400
1973-03-23,0.0,2.234375,2.195312976837158,2.210937976837158,0.35934633016586304,761600
1973-03-26,0.0,2.1875,2.132812976837158,2.148437976837158,0.3491884171962738,257600
1973-03-27,0.0,2.1875,2.125,2.1875,0.3555369973182678,273600
1973-03-28,0.0,2.234375,2.15625,2.15625,0.350458025932312,473600
1973-03-29,0.0,2.15625,2.101562976837158,2.148437976837158,0.3491884171962738,108800
1973-03-30,0.0,2.148437976837158,2.132812976837158,2.132812976837158,0.34664878249168396,75200
1973-04-02,0.0,2.140625,2.078125,2.117187976837158,0.3441092073917389,166400
1973-04-03,0.0,2.125,2.078125,2.078125,0.33776038885116577,126400
1973-04-04,0.0,2.21875,2.078125,2.1875,0.3555369973182678,750400
1973-04-05,0.0,2.210937976837158,2.164062976837158,2.1875,0.3555369973182678,150400
1973-04-06,0.0,2.21875,2.1875,2.203125,0.35807666182518005,145600
1973-04-09,0.0,2.21875,2.1875,2.203125,0.35807666182518005,99200
1973-04-10,0.0,2.304687976837158,2.203125,2.304687976837158,0.37458398938179016,200000
1973-04-11,0.0,2.359375,2.3125,2.351562976837158,0.38220250606536865,409600
1973-04-12,0.0,2.398437976837158,2.359375,2.359375,0.3834719955921173,305600
1973-04-13,0.0,2.375,2.34375,2.34375,0.3809325397014618,140800
1973-04-16,0.0,2.421875,2.34375,2.421875,0.3936302363872528,78400
1973-04-17,0.0,2.421875,2.375,2.375,0.38601168990135193,270400
1973-04-18,0.0,2.40625,2.375,2.40625,0.3910909593105316,945600
1973-04-19,0.0,2.4375,2.398437976837158,2.40625,0.3910909593105316,176000
1973-04-23,0.0,2.429687976837158,2.40625,2.40625,0.3910909593105316,545600
1973-04-24,0.0,2.421875,2.382812976837158,2.382812976837158,0.3872813880443573,592000
1973-04-25,0.0,2.382812976837158,2.367187976837158,2.367187976837158,0.384741872549057,72000
1973-04-26,0.0,2.382812976837158,2.34375,2.34375,0.3809325397014618,1670400
1973-04-27,0.0,2.375,2.351562976837158,2.375,0.38601168990135193,371200
1973-04-30,0.0,2.40625,2.375,2.390625,0.3885512351989746,105600
1973-05-01,0.0,2.40625,2.359375,2.359375,0.3834719955921173,489600
1973-05-02,0.0,2.414062976837158,2.359375,2.375,0.38601168990135193,300800
1973-05-03,0.0,2.429687976837158,2.390625,2.414062976837158,0.3923608958721161,243200
1973-05-04,0.0,2.460937976837158,2.429687976837158,2.429687976837158,0.39490026235580444,363200
1973-05-07,0.0,2.4375,2.390625,2.390625,0.3885512351989746,1014400
1973-05-08,0.0,2.429687976837158,2.40625,2.414062976837158,0.3923608958721161,121600
1973-05-09,0.0,2.453125,2.421875,2.421875,0.3936302363872528,308800
1973-05-10,0.0,2.453125,2.414062976837158,2.4375,0.3961699604988098,67200
1973-05-11,0.0,2.429687976837158,2.398437976837158,2.414062976837158,0.3923608958721161,91200
1973-05-14,0.0,2.398437976837158,2.320312976837158,2.351562976837158,0.38220250606536865,321600
1973-05-15,0.0,2.367187976837158,2.328125,2.359375,0.3834719955921173,148800
1973-05-16,0.0,2.421875,2.40625,2.421875,0.3936302363872528,203200
1973-05-17,0.0,2.421875,2.398437976837158,2.398437976837158,0.38982120156288147,57600
1973-05-18,0.0,2.390625,2.375,2.375,0.38601168990135193,104000
1973-05-21,0.0,2.375,2.351562976837158,2.367187976837158,0.384741872549057,148800
1973-05-22,0.0,2.335937976837158,2.296875,2.320312976837158,0.3771233558654785,281600
1973-05-23,0.0,2.34375,2.304687976837158,2.304687976837158,0.37458398938179016,96000
1973-05-24,0.0,2.367187976837158,2.3125,2.351562976837158,0.38220250606536865,136000
1973-05-25,0.0,2.40625,2.351562976837158,2.390625,0.3885512351989746,225600
1973-05-29,0.0,2.40625,2.382812976837158,2.40625,0.3910909593105316,91200
1973-05-30,0.0,2.453125,2.40625,2.40625,0.3910909593105316,150400
1973-05-31,0.0,2.421875,2.375,2.40625,0.3910909593105316,241600
1973-06-01,0.0,2.421875,2.382812976837158,2.382812976837158,0.3872813880443573,164800
1973-06-04,0.0,2.382812976837158,2.34375,2.359375,0.3834719955921173,72000
1973-06-05,0.0,2.390625,2.359375,2.390625,0.3885512351989746,81600
1973-06-06,0.0,2.421875,2.390625,2.390625,0.3885512351989746,420800
1973-06-07,0.0,2.421875,2.398437976837158,2.421875,0.3936302363872528,107200
1973-06-08,0.0,2.421875,2.390625,2.390625,0.3885512351989746,204800
1973-06-11,0.0,2.414062976837158,2.390625,2.398437976837158,0.38982120156288147,254400
1973-06-12,0.0,2.421875,2.390625,2.40625,0.3910909593105316,344000
1973-06-13,0.0,2.429687976837158,2.398437976837158,2.398437976837158,0.38982120156288147,212800
1973-06-14,0.0,2.421875,2.40625,2.40625,0.3910909593105316,78400
1973-06-15,0.0,2.390625,2.359375,2.367187976837158,0.384741872549057,803200
1973-06-18,0.0,2.375,2.328125,2.328125,0.37839293479919434,65600
1973-06-19,0.0,2.335937976837158,2.304687976837158,2.335937976837158,0.3796631395816803,236800
1973-06-20,0.0,2.359375,2.328125,2.328125,0.37839293479919434,128000
1973-06-21,0.0,2.335937976837158,2.28125,2.289062976837158,0.37204423546791077,166400
1973-06-22,0.0,2.359375,2.289062976837158,2.3125,0.37585362792015076,696000
1973-06-25,0.0,2.320312976837158,2.257812976837158,2.289062976837158,0.37204423546791077,169600
1973-06-26,0.0,2.296875,2.273437976837158,2.289062976837158,0.37204423546791077,28800
1973-06-27,0.0,2.3125,2.28125,2.289062976837158,0.37204423546791077,91200
1973-06-28,0.0,2.296875,2.28125,2.289062976837158,0.37204423546791077,508800
1973-06-29,0.0,2.273437976837158,2.242187976837158,2.242187976837158,0.36442577838897705,667200
1973-07-02,0.0,2.25,2.195312976837158,2.210937976837158,0.35934633016586304,228800
1973-07-03,0.0,2.226562976837158,2.171875,2.210937976837158,0.35934633016586304,340800
1973-07-05,0.0,2.210937976837158,2.195312976837158,2.210937976837158,0.35934633016586304,152000
1973-07-06,0.0,2.203125,2.179687976837158,2.179687976837158,0.3542672395706177,102400
1973-07-09,0.0,2.1875,2.171875,2.1875,0.3555369973182678,169600
1973-07-10,0.0,2.195312976837158,2.164062976837158,2.171875,0.35299763083457947,294400
1973-07-11,0.0,2.203125,2.179687976837158,2.1875,0.3555369973182678,160000
1973-07-12,0.0,2.1875,2.164062976837158,2.1875,0.3555369973182678,1172800
1973-07-13,0.0,2.1875,2.15625,2.179687976837158,0.3542672395706177,584000
1973-07-16,0.0,2.179687976837158,2.164062976837158,2.179687976837158,0.3542672395706177,102400
