AMD,0
BRK-B,0
BSX,0
COST,0
CRM,0
CUZ,0
DAY,0
DTE,3
ENTG,1
GO,0
GRMN,0
HCA,0
LPSN,0
MTH,0
NBIX,3
NVDA,2
NVO,0
PINS,1
QLYS,0
SHOP,0
SRPT,0
TEAM,0
UBER,0
WEN,2
ZS,0
