AAPL,0
ADP,0
ADSK,0
ASML,0
AT1.L,0
DHR,0
JGGI.L,1
JNJ,0
LOW,0
MAIN,1
MCD,3
MPWR,0
MSFT,1
NKE,3
O,0
PEP,0
PGR,0
TMO,0
USDV.L,0
