Entry Date,Entry Price,Exit Date,Exit Price,Trade Length in Days,ROI %
2019-12-19,19.09,2020-03-09,16.21,53,-15.09
2020-03-30,15.42,2020-08-24,32.90,102,113.36
2023-05-22,23.26,2024-01-02,36.21,154,55.67
